"","DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","Total Cohort","grads_percent","dropout_percent","boro","lat","long","bn","schoolname","responder","score","response_type","question"
"5369","05M285","HARLEM RENAISSANCE HIGH SCHOOL",29,357,318,333,1008,2.5,NA,NA,NA,NA,17,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,81,12.3,22.2,NA,NA,NA,"M285","Harlem Renaissance High School","aca_s_11",16,"student","acad. expectations"
"5370","05M304","MOTT HALL HIGH SCHOOL",54,413,399,398,1210,11,11,NA,1,NA,26,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,96,69.8,7.3,"Manhattan",40.8173610460005,-73.9477084209997,"M304","Mott Hall High School","aca_s_11",13,"student","acad. expectations"
"5371","05M362","COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,"Manhattan",40.8109178530004,-73.9569273869997,"M362","Columbia Secondary School","aca_s_11",15,"student","acad. expectations"
"5372","05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",33,354,366,342,1062,17,17,NA,1,NA,23,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,"Manhattan",40.8152303650004,-73.9552012059996,"M367","Academy for Social Action: A College Board School","aca_s_11",10,"student","acad. expectations"
"5373","05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",56,360,353,364,1077,2.5,NA,NA,NA,NA,24,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,62,69.4,16.1,"Manhattan",40.8152303650004,-73.9552012059996,"M369","Urban Assembly School for the Performing Arts","aca_s_11",5,"student","acad. expectations"
"5374","05M469","CHOIR ACADEMY OF HARLEM",20,354,360,385,1099,6,6,NA,1,NA,23,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,39,56.4,10.3,NA,NA,NA,"M469","Choir Academy of Harlem","aca_s_11",11,"student","acad. expectations"
"5375","05M499","FREDERICK DOUGLASS ACADEMY",214,458,474,442,1374,163,226,159,1.38650306748466,70.353982300885,27,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,259,82.6,3.5,"Manhattan",40.8243083850004,-73.9369796129997,"M499","Frederick Douglass Academy","aca_s_11",14,"student","acad. expectations"
"5376","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",66,396,402,404,1202,37,38,NA,1.02702702702703,NA,23,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,95,68.4,10.5,"Manhattan",40.8153648290004,-73.9438967099996,"M670","Thurgood Marshall Academy for Learning and Social","aca_s_11",17,"student","acad. expectations"
"5377","05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",61,369,361,355,1085,2.5,NA,NA,NA,NA,23,71.8,524,17.6,21,60,0.4,53.2,45.4,0.6,48.9,51.1,121,37.2,18.2,NA,NA,NA,"M685","Bread & Roses Integrated Arts High School","aca_s_11",7,"student","acad. expectations"
"5378","05M692","HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,114,124,71,1.08771929824561,57.258064516129,22,18.5,406,0,0,NA,36.2,15,21.2,26.1,65.8,34.2,106,95.3,0,"Manhattan",40.8211231120005,-73.9488452439996,"M692","High School for Mathematics, Science and Engineeri","aca_s_11",23,"student","acad. expectations"
"5379","06M293","CITY COLLEGE ACADEMY OF THE ARTS",60,408,446,416,1270,2.5,NA,NA,NA,NA,24,71.6,586,6.1,13.1,0,0.7,6,92,1.2,39.6,60.4,NA,NA,NA,"Manhattan",40.8611133190004,-73.9304521489997,"M293","City College Academy of the Arts","aca_s_11",24,"student","acad. expectations"
"5380","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",55,362,376,367,1105,2.5,NA,NA,NA,NA,27,78.8,520,30,17.3,16,0.2,5.2,93.8,0.8,52.3,47.7,NA,NA,NA,"Manhattan",40.8335552190004,-73.9418042119996,"M346","Community Health Academy of the Heights","aca_s_11",14,"student","acad. expectations"
"5381","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",70,380,395,399,1174,2.5,NA,NA,NA,NA,28,87.5,602,19.6,18.1,0,0,2.3,96.7,0.3,55.8,44.2,NA,NA,NA,"Manhattan",40.8488787880004,-73.9308065169997,"M348","Washington Heights Expeditionary Learning School","aca_s_11",23,"student","acad. expectations"
"5382","06M423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,17,99.2,178,19.7,34.3,10,0,25.8,72.5,0,52.8,47.2,NA,NA,NA,"Manhattan",40.8660455490004,-73.9248566419997,"M423","High School for Excellence and Innovation","aca_s_11",17,"student","acad. expectations"
"5383","06M457","GEORGE WASHINGTON YABC",7,394,357,346,1097,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M457","George Washington Yabc","aca_s_11",26,"student","acad. expectations"
"5384","06M462","HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE",76,365,384,378,1127,108,135,43,1.25,31.8518518518519,26,89.3,630,43,13.7,46,0.5,5.2,91.4,1.4,63.8,36.2,185,74.1,9.2,"Manhattan",40.8559383070005,-73.9270296339997,"M462","High School for International Business and Finance","aca_s_11",13,"student","acad. expectations"
"5385","06M463","HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",63,369,380,349,1098,37,64,NA,1.72972972972973,NA,23,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,161,62.7,12.4,"Manhattan",40.8559383070005,-73.9270296339997,"M463","High School for Media and Communications","aca_s_11",13,"student","acad. expectations"
"5386","06M467","HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",94,363,378,361,1102,141,212,82,1.50354609929078,38.6792452830189,25,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,171,71.3,9.4,"Manhattan",40.8559383070005,-73.9270296339997,"M467","High School for Law and Public Service","aca_s_11",15,"student","acad. expectations"
"5387","06M468","HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",24,400,422,402,1224,32,38,17,1.1875,44.7368421052632,28,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,158,55.7,20.9,"Manhattan",40.8559383070005,-73.9270296339997,"M468","High School for Health Careers and Sciences","aca_s_11",13,"student","acad. expectations"
"5388","06M540","A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",228,430,456,423,1309,165,222,72,1.34545454545455,32.4324324324324,30,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,267,71.2,3,"Manhattan",40.8183212690004,-73.9506138279996,"M540","A. Philip Randolph Campus High School","aca_s_11",11,"student","acad. expectations"
"5389","06M552","GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS",56,339,349,326,1014,88,138,73,1.56818181818182,52.8985507246377,25,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,91,81.3,8.8,"Manhattan",40.8380323220004,-73.9383710179997,"M552","Gregorio Luperon High School for Science and Mathe","aca_s_11",18,"student","acad. expectations"
"5390","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",65,364,378,348,1090,63,89,24,1.41269841269841,26.9662921348315,21,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,80,80,3.8,"Bronx",40.8140108160004,-73.9208365169997,"X221","South Bronx Preparatory: A College Board School","aca_s_11",19,"student","acad. expectations"
"5391","07X321","CROTONA ACADEMY HIGH SCHOOL",9,379,364,382,1125,2.5,NA,NA,NA,NA,18,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,56,14.3,17.9,NA,NA,NA,"X321","Crotona Academy High School","aca_s_11",27,"student","acad. expectations"
"5392","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,2.5,NA,NA,NA,NA,16,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,10,NA,NA,"Bronx",40.8100361920005,-73.9178124819996,"X334","International Community High School","aca_s_11",16,"student","acad. expectations"
"5393","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,50,10,16,NA,NA,NA,"X379","Jill Chaifetz Transfer High School","aca_s_11",17,"student","acad. expectations"
"5394","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,11,NA,NA,NA,NA,NA,"X381","Bronx Haven High School","aca_s_11",24,"student","acad. expectations"
"5395","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,2.5,NA,NA,NA,NA,23,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,81,64.2,19.8,"Bronx",40.8160844810004,-73.9303238389996,"X427","Community School for Social Justice","aca_s_11",16,"student","acad. expectations"
"5396","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,2.5,NA,NA,NA,NA,24,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,69,63.8,14.5,"Bronx",40.8181735360004,-73.9110926629996,"X473","Mott Haven Village Preparatory High School","aca_s_11",18,"student","acad. expectations"
"5397","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,2.5,NA,NA,NA,NA,27,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,"Bronx",40.8181735360004,-73.9110926629996,"X495","University Heights Secondary School","aca_s_11",15,"student","acad. expectations"
"5398","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,64,107,39,1.671875,36.4485981308411,21,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,61,83.6,1.6,"Bronx",40.8149553420005,-73.9125195419996,"X500","Hostos-Lincoln Academy of Science","aca_s_11",17,"student","acad. expectations"
"5399","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,13,13,12,1,92.3076923076923,23,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,136,60.3,7.4,"Bronx",40.8111388560004,-73.9097871269997,"X520","Foreign Language Academy of Global Studies","aca_s_11",9,"student","acad. expectations"
"5400","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,30,30,NA,1,NA,24,77,502,14.1,18.5,24,1.4,41.2,56,1,54,46,102,72.5,14.7,"Bronx",40.8227764900004,-73.9235227939997,"X527","Bronx Leadership Academy II High School","aca_s_11",17,"student","acad. expectations"
"5401","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,18,18,NA,1,NA,24,90.4,383,15.7,25.1,17,0.5,30.3,68.1,0.5,57.7,42.3,81,44.4,17.3,"Bronx",40.8227764900004,-73.9235227939997,"X547","New Explorers High School","aca_s_11",18,"student","acad. expectations"
"5402","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,2.5,NA,NA,NA,NA,26,74.3,477,5,18.7,18,0.4,26.6,70.4,0.4,84.3,15.7,82,79.3,6.1,"Bronx",40.8227764900004,-73.9235227939997,"X548","Urban Assembly School for Careers in Sports","aca_s_11",18,"student","acad. expectations"
"5403","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,53,92,37,1.73584905660377,40.2173913043478,23,79.1,555,9.4,24,57,0.5,34.1,64.3,0.9,44.5,55.5,76,73.7,6.6,"Bronx",40.8133593030004,-73.9255365149996,"X551","Bronx Academy of Letters","aca_s_11",18,"student","acad. expectations"
"5404","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,11,11,NA,1,NA,27,76.7,738,9.1,22,87,1.4,35.9,61.5,0.7,92.7,7.3,267,40.8,18,"Bronx",40.8182468890004,-73.9197356779997,"X600","Alfred E. Smith Career and Technical Education Hig","aca_s_11",7,"student","acad. expectations"
"5405","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,77,126,NA,1.63636363636364,NA,24,75.7,663,17,26.1,120,1.2,32.4,64.9,0.8,79.6,20.4,357,48.5,21.6,NA,NA,NA,"X655","Samuel Gompers Career and Technical Education High","aca_s_11",10,"student","acad. expectations"
"5406","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,61,117,29,1.91803278688525,24.7863247863248,26,77.8,587,10.4,19.6,44,3.1,39.2,56.9,0.5,28.6,71.4,134,69.4,18.7,"Bronx",40.8160844810004,-73.9303238389996,"X670","Health Opportunities High School","aca_s_11",14,"student","acad. expectations"
"5407","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,27,85.6,500,9.2,13.4,41,1.2,22.4,74.8,1,44,56,NA,NA,NA,"Bronx",40.8206236370005,-73.8930735189996,"X269","Bronx Studio School for Writers and Artists","aca_s_11",1,"student","acad. expectations"
"5408","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,21,22,NA,1.04761904761905,NA,22,72.2,379,2.6,15.6,12,2.9,45.9,46.4,2.4,0.3,99.7,75,66.7,16,"Bronx",40.8149183400005,-73.8565655349997,"X282","Women's Academy of Excellence","aca_s_11",10,"student","acad. expectations"
"5409","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,22,29,14,1.31818181818182,48.2758620689655,26,66.4,469,4.5,21.7,9,2.6,25.4,63.8,7.7,38,62,117,65.8,13.7,"Bronx",40.8405139770004,-73.8381209599996,"X293","Renaissance High School for Musical Theater & Tech","aca_s_11",15,"student","acad. expectations"
"5410","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,2.5,NA,NA,NA,NA,22,74.6,478,11.5,24.1,51,5.6,33.1,59.4,1,60,40,121,40.5,13.2,NA,NA,NA,"X295","Gateway School for Environmental Research and Tech","aca_s_11",10,"student","acad. expectations"
"5411","08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,337,361,340,1038,2.5,NA,NA,NA,NA,20,75.8,359,15.9,27.3,16,2.5,26.2,69.9,1.4,66,34,101,56.4,17.8,"Bronx",40.8223037650004,-73.8559613899997,"X305","Pablo Neruda Academy for Architecture and World St","aca_s_11",11,"student","acad. expectations"
"5412","08X312","MILLENNIUM ART ACADEMY",67,387,402,375,1164,35,55,NA,1.57142857142857,NA,28,74.2,496,5.4,20.4,22,1.8,32.5,64.3,1,49.2,50.8,108,58.3,9.3,"Bronx",40.8223037650004,-73.8559613899997,"X312","Millennium Art Academy","aca_s_11",14,"student","acad. expectations"
"5413","08X332","HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",39,363,371,350,1084,20,28,NA,1.4,NA,20,79.6,333,12.6,18,17,0.9,39.9,56.8,0.6,49.2,50.8,89,57.3,14.6,"Bronx",40.8174394460004,-73.8980492059997,"X332","Holcombe L. Rucker School of Community Research","aca_s_11",16,"student","acad. expectations"
"5414","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,87.3,500,2.6,22,41,2.8,35,60.2,2,62,38,NA,NA,NA,"Bronx",40.8149183400005,-73.8565655349997,"X367","Archimedes Academy for Math, Science and Technolog","aca_s_11",11,"student","acad. expectations"
"5415","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,81.3,432,7.4,24.1,35,4.9,27.8,66,0.7,47,53,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X376","Antonia Pantoja Preparatory Academy, A College Boa","aca_s_11",11,"student","acad. expectations"
"5416","08X377","BRONX COMMUNITY HIGH SCHOOL",9,367,369,376,1112,2.5,NA,NA,NA,NA,NA,73.9,200,4.5,5,1,1,33,63.5,1,50.5,49.5,79,12.7,24.1,NA,NA,NA,"X377","Bronx Community High School","aca_s_11",23,"student","acad. expectations"
"5417","08X405","HERBERT H. LEHMAN HIGH SCHOOL",415,412,436,393,1241,430,532,197,1.23720930232558,37.0300751879699,27,66.8,3593,9.2,20.9,347,6.8,23,60.6,9,61.1,38.9,1092,44.6,21.2,"Bronx",40.8405139770004,-73.8381209599996,"X405","Herbert H. Lehman High School","aca_s_11",9,"student","acad. expectations"
"5418","08X408","HERBERT H. LEHMAN YABC",6,402,373,413,1188,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X408","Herbert H. Lehman Yabc","aca_s_11",23,"student","acad. expectations"
"5419","08X432","BRONX BRIDGES HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,19,87.2,155,79.4,7.7,3,5.2,8.4,83.2,2.6,52.3,47.7,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,"X432","BRONX BRIDGES HIGH SCHOOL","aca_s_11",12,"student","acad. expectations"
"5420","08X452","BRONX GUILD",39,369,371,365,1105,2.5,NA,NA,NA,NA,NA,69.2,305,7.2,23,14,3.9,33.8,61.3,0.7,49.5,50.5,64,62.5,6.3,"Bronx",40.8223037650004,-73.8559613899997,"X452","Bronx Guild","aca_s_11",16,"student","acad. expectations"
"5421","08X507","STEVENSON YABC",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X507","Stevenson Yabc","aca_s_11",22,"student","acad. expectations"
"5422","08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,2.5,NA,NA,NA,NA,24,72.3,363,14,20.9,32,1.4,21.8,76,0.6,43,57,99,52.5,17.2,"Bronx",40.8211707700004,-73.8811363459997,"X519","Felisa Rincon de Gautier Institute for Law and Pub","aca_s_11",8,"student","acad. expectations"
"5423","08X530","BANANA KELLY HIGH SCHOOL",54,373,381,377,1131,2.5,NA,NA,NA,NA,25,81.9,451,13.5,25.7,33,0.7,32.6,65.4,1.1,49.9,50.1,108,41.7,23.1,"Bronx",40.8174394460004,-73.8980492059997,"X530","Banana Kelly High School","aca_s_11",16,"student","acad. expectations"
"5424","08X537","BRONX ARENA HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aca_s_11",NA,"student","acad. expectations"
"5425","08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",16,366,400,368,1134,9,9,NA,1,NA,18,83.8,191,11,28.3,26,4.7,28.8,64.9,1,57.1,42.9,89,49.4,15.7,NA,NA,NA,"X540","School for Community Research and Learning","aca_s_11",7,"student","acad. expectations"
"5426","08X560","HIGH SCHOOL X560 s BRONX ACADEMY HIGH SCHOOL",9,404,368,399,1171,2.5,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,19.9,17,NA,NA,NA,"X560","High School X560 - Bronx Academy High School","aca_s_11",27,"student","acad. expectations"
"5427","08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",78,377,359,376,1112,44,69,8,1.56818181818182,11.5942028985507,24,85.7,717,11.2,22.2,69,1.5,36.8,60.8,0.3,28.3,71.7,419,43,25.8,NA,NA,NA,"X650","Jane Addams High School for Academic Careers","aca_s_11",9,"student","acad. expectations"
"5428","09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",39,324,376,349,1049,2.5,NA,NA,NA,NA,23,83.9,355,29.3,21.1,28,1.1,27.9,69.3,0.8,50.1,49.9,96,57.3,8.3,"Bronx",40.8403733980004,-73.9108380079996,"X227","Bronx Expeditionary Learning High School","aca_s_11",17,"student","acad. expectations"
"5429","09X231","EAGLE ACADEMY FOR YOUNG MEN",78,373,387,374,1134,32,44,11,1.375,25,25,60.4,550,4,24.2,33,0.7,63.1,33.8,0.5,100,0,100,63,4,"Bronx",40.8451853270004,-73.8969806679996,"X231","Eagle Academy for Young Men","aca_s_11",13,"student","acad. expectations"
"5430","09X239","URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,9,9,NA,1,NA,21,50.2,141,19.9,27.7,20,0.7,56.7,40.4,0.7,100,0,74,41.9,24.3,NA,NA,NA,"X239","Urban Assembly Academy for History and Citizenship","aca_s_11",20,"student","acad. expectations"
"5431","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,16,16,NA,1,NA,22,79.5,606,9.4,14.7,12,2.6,32,63.4,1.5,49.3,50.7,NA,NA,NA,"Bronx",40.8393271260004,-73.9013097899996,"X241","Urban Assembly School for Applied Math and Science","aca_s_11",17,"student","acad. expectations"
"5432","09X250","EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",50,393,394,382,1169,90,146,11,1.62222222222222,7.53424657534247,25,62.9,356,8.1,18.8,14,0.6,40.7,58.1,0.3,46.6,53.4,60,60,5,"Bronx",40.8337385590005,-73.9024482449997,"X250","Eximius College Preparatory Academy: A College Boa","aca_s_11",18,"student","acad. expectations"
"5433","09X252","MOTT HALL BRONX HIGH SCHOOL",67,369,367,356,1092,2.5,NA,NA,NA,NA,28,58.9,354,8.8,15.5,28,1.1,24.3,73.7,0.8,45.8,54,107,77.6,1.9,"Bronx",40.8393271260004,-73.9013097899996,"X252","Mott Hall Bronx High School","aca_s_11",13,"student","acad. expectations"
"5434","09X260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",81,459,480,457,1396,62,80,35,1.29032258064516,43.75,23,70,444,1.6,14,14,5.9,24.3,68.7,1.1,46.2,53.8,100,88,4,"Bronx",40.8337385590005,-73.9024482449997,"X260","Bronx Center for Science and Mathematics","aca_s_11",21,"student","acad. expectations"
"5435","09X263","VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL",74,356,363,356,1075,7,7,NA,1,NA,26,76.1,365,12.1,16.2,18,1.1,34.2,63.8,0.3,44.1,55.9,120,75,11.7,"Bronx",40.8393271260004,-73.9013097899996,"X263","Validus Preparatory Academy: An Expeditionary Lear","aca_s_11",20,"student","acad. expectations"
"5436","09X276","LEADERSHIP INSTITUTE",30,361,353,367,1081,17,17,7,1,41.1764705882353,22,94.8,230,16.5,16.1,24,1.7,33,63.5,1.3,52.2,47.8,67,53.7,20.9,"Bronx",40.841270878,-73.8979786769996,"X276","Leadership Institute","aca_s_11",19,"student","acad. expectations"
"5437","09X297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",38,386,386,376,1148,2.5,NA,NA,NA,NA,23,79.1,450,19.1,22.4,19,0.4,26,73.1,0.4,53.8,46.2,99,67.7,15.2,"Bronx",40.827602669,-73.9044752569997,"X297","Morris Academy for Collaborative Studies","aca_s_11",14,"student","acad. expectations"
"5438","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,28,79.4,493,11,16.2,21,3,32,64.5,0.2,48.5,51.5,NA,NA,NA,"Bronx",40.8287141800005,-73.9177557019996,"X324","Bronx Early College Academy for Teaching & Learnin","aca_s_11",23,"student","acad. expectations"
"5439","09X329","DREAMYARD PREPARATORY SCHOOL",51,382,365,391,1138,15,15,NA,1,NA,23,80,349,24.4,19.5,38,0,26.9,69.9,0.3,44.1,55.9,93,43,16.1,"Bronx",40.8403733980004,-73.9108380079996,"X329","DreamYard Preparatory School","aca_s_11",10,"student","acad. expectations"
"5440","09X365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",54,315,339,297,951,20,20,20,1,100,24,85.7,336,86.6,0.9,0,0,0.6,99.4,0,48.8,51.2,NA,NA,NA,"Bronx",40.8491021680004,-73.9160884409997,"X365","Academy for Language and Technology","aca_s_11",18,"student","acad. expectations"
"5441","09X403","BRONX INTERNATIONAL HIGH SCHOOL",49,314,312,339,965,2.5,NA,NA,NA,NA,16,82.3,403,87.1,1.2,1,1,22.8,72.2,3.7,45.7,54.3,88,65.9,4.5,"Bronx",40.827602669,-73.9044752569997,"X403","Bronx International High School","aca_s_11",17,"student","acad. expectations"
"5442","09X404","SCHOOL FOR EXCELLENCE",32,363,360,351,1074,2.5,NA,NA,NA,NA,24,81.4,386,20.7,26.2,35,0.3,34.5,64.5,0,52.3,47.7,108,54.6,9.3,"Bronx",40.827602669,-73.9044752569997,"X404","School for Excellence","aca_s_11",14,"student","acad. expectations"
"5443","09X412","BRONX HIGH SCHOOL OF BUSINESS",34,356,376,351,1083,26,31,9,1.19230769230769,29.0322580645161,23,77.6,401,23.2,23.2,53,0.7,38.7,59.9,0.5,54.9,45.1,110,49.1,16.4,"Bronx",40.8403733980004,-73.9108380079996,"X412","Bronx High School of Business","aca_s_11",12,"student","acad. expectations"
"5444","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",64,400,419,402,1221,2.5,NA,NA,NA,NA,26,76.9,455,5.7,8.6,21,5.3,36.7,57.8,0.2,42.2,57.8,103,83.5,1,"Bronx",40.8403733980004,-73.9108380079996,"X413","Bronx High School for Medical Science","aca_s_11",10,"student","acad. expectations"
"5445","09X414","JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",35,379,364,379,1122,18,18,NA,1,NA,25,77.7,382,38.5,20.9,47,0.5,22.3,75.4,1.6,53.4,46.6,123,45.5,4.1,NA,NA,NA,"X414","Jonathan Levin High School for Media and Communica","aca_s_11",10,"student","acad. expectations"
"5446","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,45,55,27,1.22222222222222,49.0909090909091,28,66.2,763,6.6,14,45,2,30.4,66.2,1,45.9,54.1,122,77,4.1,"Bronx",40.8275893670005,-73.9186681599996,"X505","Bronx School for Law, Government and Justice","aca_s_11",16,"student","acad. expectations"
